Claim_ID,Claim_Date,Vehicle_Registration_Date,Vehicle_Failure_Date,Vehicle_MFD_Year,Mileage_km,Part_Group,Subpart_Code,Failure_Mode,Customer_Type,Region,Labor_Cost,Material_Cost,Total_Cost,Burden_Ratio,Final_Claim_Decision,Final_DPR_Decision
CLM_000577,2024-10-10,2019-11-29,2024-08-20,2019,61350.77951228125,Engine,ENG_C,Leak,Fleet,Region_3,133.75492771682346,14.108745380213783,147.86367309703724,0.6980586939239181,Approve,Reject
CLM_000578,2023-07-28,2015-11-16,2023-07-09,2015,100619.83752019767,Engine,ENG_B,Noise,Retail,Region_2,103.32538702570163,30.386691194178116,133.71207821987974,0.9275069774280911,Reject,Reject
CLM_000579,2024-09-05,2020-10-20,2024-08-06,2020,46607.00640156032,Engine,ENG_B,Vibration,Fleet,Region_1,274.80810170145037,102.0061169568312,376.81421865828156,0.7504562667795271,Approve,Approve
CLM_000580,2022-04-22,2018-12-22,2022-03-17,2018,77527.3873593942,Body,BODY_A,Leak,Retail,Region_2,28.68958380803543,264.3751572105592,293.06474101859465,0.35886985023275947,Reject,Approve
CLM_000581,2022-04-13,2017-09-23,2022-02-28,2017,51587.04120807712,Chassis,CHS_A,No_Start,Retail,Region_1,161.24387939839386,243.7536606512871,404.997540049681,0.5593523448095872,Approve,Approve
CLM_000582,2024-07-01,2017-08-03,2024-06-11,2017,58012.79508544866,Electronics,ELEC_C,Electrical_Issue,Fleet,Region_2,355.9538661902736,75.12737531368562,431.0812415039592,0.7836080699530077,Approve,Approve
CLM_000583,2022-04-27,2016-05-31,2022-03-20,2016,112165.49564271246,Electronics,ELEC_A,Electrical_Issue,Retail,Region_2,138.30594859072232,489.7228588105914,628.0288074013138,0.6441040728641032,Reject,Reject
CLM_000584,2022-02-26,2021-04-15,2022-01-30,2021,12090.485854777271,Brakes,BRK_B,Electrical_Issue,Retail,Region_2,118.07311802010457,782.1658872821162,900.2390053022207,0.33548314800206036,Approve,Approve
CLM_000585,2023-03-19,2019-04-18,2023-02-15,2019,98773.76916025198,Engine,ENG_A,Leak,Retail,Region_2,232.56924976829382,346.6787388100992,579.247988578393,0.8300029214249673,Approve,Approve
CLM_000586,2024-10-09,2018-08-17,2024-08-19,2018,76077.64850557763,Electronics,ELEC_A,Leak,Fleet,Region_2,78.59240794941572,240.24674711660822,318.8391550660239,0.3573172485801003,Reject,Reject
CLM_000587,2024-01-25,2022-01-06,2024-01-01,2022,39460.85137860051,Engine,ENG_C,Leak,Retail,Region_3,98.19862703485407,267.61009424471376,365.80872127956786,0.475449155287145,Reject,Approve
CLM_000588,2022-04-19,2014-03-06,2022-03-10,2014,165860.23674736352,Body,BODY_B,Vibration,Retail,Region_2,40.126789917672994,111.06108584867204,151.18787576634503,0.7869286707121337,Reject,Reject
CLM_000589,2024-07-05,2017-10-27,2024-05-10,2017,82950.36386206171,Electronics,ELEC_C,Leak,Fleet,Region_1,74.64439960595732,57.655258010627,132.2996576165843,0.9754842656486684,Approve,Reject
CLM_000590,2024-07-12,2017-07-14,2024-05-28,2017,78997.77312318374,Brakes,BRK_A,No_Start,Retail,Region_2,193.6497336808475,388.82968599661643,582.479419677464,0.9123005242199449,Approve,Approve
CLM_000591,2024-05-26,2023-06-24,2024-03-28,2023,17271.787957859106,Engine,ENG_B,Electrical_Issue,Retail,Region_3,100.26694116543385,344.2865778807041,444.5535190461379,0.9758516479462023,Reject,Reject
CLM_000592,2024-09-15,2019-10-31,2024-08-11,2019,87217.56857266728,Brakes,BRK_A,No_Start,Retail,Region_2,55.96338989704225,391.88973376560034,447.8531236626426,0.517396269612959,Approve,Reject
CLM_000593,2022-09-20,2018-04-04,2022-09-03,2018,35489.116929331365,Engine,ENG_A,Electrical_Issue,Retail,Region_1,283.228435521633,257.34881115113404,540.577246672767,0.54867825072201,Reject,Reject
CLM_000594,2024-12-08,2019-09-09,2024-10-10,2019,49147.79294799796,Body,BODY_A,No_Start,Fleet,Region_3,257.40711617057235,53.36787442238271,310.7749905929551,0.3302965669547523,Approve,Reject
CLM_000595,2022-12-18,2015-12-10,2022-11-09,2015,16288.452565868029,Electronics,ELEC_A,Noise,Retail,Region_2,62.28104302828227,49.54078151626776,111.82182454455003,0.5780955652556057,Approve,Reject
CLM_000596,2024-05-28,2021-04-30,2024-05-13,2021,55359.10717633115,Body,BODY_A,Electrical_Issue,Fleet,Region_2,255.92351571835218,77.383060206801,333.3065759251532,0.8243457282202775,Approve,Approve
CLM_000597,2023-09-27,2019-03-24,2023-09-08,2019,61815.18884537385,Electronics,ELEC_B,No_Start,Fleet,Region_1,189.93285451056394,537.6753390249321,727.6081935354961,0.25513946082051436,Reject,Approve
CLM_000598,2024-05-03,2018-09-02,2024-04-17,2018,80470.52915864611,Chassis,CHS_B,Leak,Retail,Region_3,144.4377818865171,45.056551311352194,189.49433319786928,0.4552107593643456,Reject,Reject
CLM_000599,2023-11-19,2017-08-18,2023-09-30,2017,40941.66686094475,Body,BODY_A,Vibration,Retail,Region_1,371.4707229061392,172.13092584621575,543.601648752355,0.9404549476316271,Approve,Reject
CLM_000600,2023-12-05,2017-07-15,2023-11-29,2017,60808.61791629469,Engine,ENG_B,Vibration,Retail,Region_2,160.35294572968667,121.9745544065469,282.32750013623354,0.3460467045376402,Reject,Reject
CLM_000601,2023-11-06,2020-11-24,2023-09-23,2020,37208.74316664015,Engine,ENG_C,Electrical_Issue,Fleet,Region_2,67.35217462565113,51.44445241095368,118.7966270366048,0.4377002113532471,Reject,Approve
CLM_000602,2024-05-03,2016-02-21,2024-03-31,2016,95466.53634462225,Chassis,CHS_B,Leak,Retail,Region_2,92.33488122238428,281.389535660816,373.7244168832003,0.9480473440047785,Reject,Reject
CLM_000603,2024-03-20,2023-11-14,2024-03-15,2023,5424.180569736153,Brakes,BRK_B,Leak,Retail,Region_1,26.844200663057173,549.7162167592801,576.5604174223373,0.475837339756302,Reject,Reject
CLM_000604,2022-05-28,2018-03-22,2022-04-21,2018,75007.38763689605,Body,BODY_A,Vibration,Fleet,Region_3,185.3782503835634,184.84985320021894,370.22810358378234,0.8647305473933942,Approve,Reject
CLM_000605,2024-06-23,2019-05-16,2024-05-09,2019,134627.77317420402,Body,BODY_B,Vibration,Retail,Region_2,367.5274677266503,36.69851898644112,404.2259867130914,0.42967900056847563,Reject,Reject
CLM_000606,2023-08-10,2022-11-06,2023-06-28,2022,11307.606612074433,Body,BODY_A,Vibration,Fleet,Region_3,161.70803320352707,148.53748063259252,310.2455138361196,0.40560932616655054,Approve,Approve
CLM_000607,2022-12-20,2019-02-11,2022-11-18,2019,79376.53355671918,Brakes,BRK_A,Noise,Retail,Region_3,144.6866954114899,115.60309171626425,260.28978712775415,0.34967241989930065,Reject,Reject
CLM_000608,2023-07-18,2018-07-17,2023-06-28,2018,54310.13337613632,Brakes,BRK_A,Vibration,Retail,Region_3,227.84335918303103,149.38447722362616,377.22783640665716,0.2501337693729669,Reject,Reject
CLM_000609,2024-11-24,2019-10-20,2024-11-14,2019,33797.94467829983,Electronics,ELEC_A,No_Start,Retail,Region_2,202.6751926294837,163.56104265231764,366.2362352818013,0.5322879436115828,Reject,Approve
CLM_000610,2024-07-28,2023-05-10,2024-07-27,2023,16140.079002931432,Engine,ENG_A,Electrical_Issue,Fleet,Region_3,288.18282773898255,613.1174933718753,901.3003211108578,0.7707327658282939,Approve,Reject
CLM_000611,2024-07-01,2022-01-09,2024-06-09,2022,17365.19954851624,Brakes,BRK_A,Noise,Retail,Region_2,122.67926270657306,269.1068606080672,391.7861233146403,0.6042751423995549,Approve,Approve
CLM_000612,2023-05-22,2021-03-04,2023-04-14,2021,33409.18619506581,Electronics,ELEC_C,Vibration,Retail,Region_2,172.86138653309968,266.67945077397565,439.5408373070753,0.5258651509765562,Reject,Approve
CLM_000613,2024-05-08,2018-12-31,2024-05-05,2018,59441.26282993917,Brakes,BRK_B,Leak,Fleet,Region_2,117.62330337400505,113.5210428736697,231.14434624767475,0.3635492149792905,Approve,Reject
CLM_000614,2023-02-26,2020-04-09,2022-12-29,2020,15084.27711982769,Brakes,BRK_B,Vibration,Fleet,Region_3,39.311001867495996,379.52849932583234,418.8395011933283,0.7468057828723096,Approve,Approve
CLM_000615,2024-01-22,2019-04-01,2023-12-18,2019,113988.98878460728,Chassis,CHS_A,Vibration,Retail,Region_1,48.19356267987552,414.1435333634086,462.33709604328413,0.40228496849723333,Approve,Reject
CLM_000616,2023-12-02,2017-11-04,2023-11-14,2017,74851.37751533098,Brakes,BRK_B,Noise,Retail,Region_3,71.47981357177883,309.59379043735794,381.0736040091368,0.22566355851552145,Reject,Reject
CLM_000617,2022-10-01,2016-02-23,2022-08-05,2016,45014.55125066568,Chassis,CHS_A,Leak,Retail,Region_1,37.980696476722386,288.8577748187314,326.8384712954538,0.9716321857429195,Approve,Reject
CLM_000618,2022-10-19,2021-01-24,2022-10-08,2021,33801.95538891938,Chassis,CHS_B,Electrical_Issue,Retail,Region_3,140.99321869437435,49.147870948314576,190.14108964268894,0.9539923425406867,Reject,Approve
CLM_000619,2022-03-08,2014-09-26,2022-01-10,2014,84632.45114922115,Body,BODY_A,Leak,Retail,Region_1,238.59546368732668,260.0841059638759,498.6795696512026,0.3715673268146503,Reject,Reject
CLM_000620,2022-06-03,2020-10-31,2022-05-17,2020,32497.209582747724,Engine,ENG_A,No_Start,Retail,Region_3,79.36691628943531,515.3132048703692,594.6801211598045,0.39087081102036764,Reject,Approve
CLM_000621,2023-04-20,2022-11-08,2023-03-28,2022,5061.0510061298355,Brakes,BRK_A,Leak,Retail,Region_3,21.590537974989708,269.7384603608675,291.32899833585725,0.6640824727162402,Approve,Reject
CLM_000622,2023-06-08,2022-10-21,2023-05-13,2022,7747.856592322693,Chassis,CHS_A,No_Start,Retail,Region_3,65.2283413991763,343.30574210104123,408.53408350021755,0.5419332737655806,Approve,Reject
CLM_000623,2022-06-30,2020-08-16,2022-05-02,2020,31294.795309216748,Engine,ENG_C,Electrical_Issue,Retail,Region_3,100.87908288090084,149.91360006420487,250.7926829451057,0.9102311725629828,Reject,Reject
CLM_000624,2023-04-02,2016-01-17,2023-03-18,2016,129552.78643853721,Electronics,ELEC_B,No_Start,Fleet,Region_2,226.7436363767555,105.55683123311191,332.3004676098674,0.5415273995207773,Approve,Reject
CLM_000625,2023-10-24,2021-11-21,2023-08-27,2021,36239.39155634384,Electronics,ELEC_C,Noise,Retail,Region_3,131.01031397596154,68.9925498745506,200.00286385051214,0.3086639001351307,Approve,Approve
CLM_000626,2022-09-12,2016-12-01,2022-08-22,2016,84158.30761838886,Chassis,CHS_B,Noise,Fleet,Region_2,130.7801523725824,458.15194976583166,588.932102138414,0.6373242673130558,Reject,Approve
CLM_000627,2023-01-06,2019-06-03,2022-12-20,2019,63466.763772618746,Chassis,CHS_A,Leak,Retail,Region_1,178.85354673801177,177.08857801293988,355.9421247509516,0.29060104053797436,Reject,Reject
CLM_000628,2023-02-07,2022-07-07,2022-12-31,2022,11031.645897103226,Brakes,BRK_A,No_Start,Fleet,Region_2,252.4250572457251,417.1225938127679,669.547651058493,0.5577680215815184,Reject,Reject
CLM_000629,2023-07-08,2019-09-19,2023-05-28,2019,60854.657045627224,Electronics,ELEC_A,Leak,Fleet,Region_1,358.0245316371449,134.58180135919213,492.606332996337,0.6618232747545356,Reject,Reject
CLM_000630,2023-02-06,2022-08-08,2023-01-16,2022,7123.783881998605,Body,BODY_A,Noise,Retail,Region_2,79.6196564508554,437.0233898616343,516.6430463124897,0.9562730403332591,Approve,Reject
CLM_000631,2024-03-17,2020-02-27,2024-03-09,2020,31520.047624903116,Chassis,CHS_B,Leak,Retail,Region_1,122.6987303258256,207.68010185647768,330.37883218230326,0.43468523223793576,Reject,Approve
CLM_000632,2022-12-25,2018-04-10,2022-12-01,2018,84802.45958440521,Electronics,ELEC_B,Noise,Retail,Region_1,79.48791122613046,148.74090813244754,228.228819358578,0.7195398725026625,Reject,Reject
CLM_000633,2023-04-21,2018-11-22,2023-03-20,2018,67136.18944269033,Engine,ENG_B,Leak,Retail,Region_3,172.10568969643802,149.80008434075205,321.9057740371901,0.20014290623997316,Reject,Approve
CLM_000634,2023-02-20,2020-08-15,2023-02-17,2020,32560.09632451644,Chassis,CHS_A,Electrical_Issue,Fleet,Region_3,21.378703296338806,369.4101800617404,390.7888833580792,0.897155914827567,Approve,Approve
CLM_000635,2022-07-20,2016-03-10,2022-07-15,2016,136126.72962497844,Electronics,ELEC_B,Vibration,Retail,Region_2,424.627928397777,269.2282897902471,693.8562181880241,0.4536771834649101,Reject,Reject
CLM_000636,2024-01-21,2019-01-17,2023-11-27,2019,39411.84180504976,Engine,ENG_B,Electrical_Issue,Retail,Region_2,185.97682897042148,371.0974041265468,557.0742330969683,0.3926579831341506,Reject,Reject
CLM_000637,2022-09-15,2020-05-30,2022-09-12,2020,53310.99222295582,Engine,ENG_A,Vibration,Fleet,Region_2,165.25899806314445,510.3217644050372,675.5807624681817,0.28200046533570167,Approve,Reject
CLM_000638,2022-11-22,2019-03-03,2022-10-28,2019,55475.456726809956,Brakes,BRK_A,No_Start,Retail,Region_2,66.81303763599837,166.62225031280548,233.43528794880385,0.8281991611898412,Approve,Approve
CLM_000639,2024-05-18,2023-03-31,2024-04-02,2023,18814.418163016435,Body,BODY_A,Leak,Retail,Region_3,90.34442133232068,313.6956095844684,404.0400309167891,0.24525676384407114,Approve,Approve
CLM_000640,2024-11-04,2017-03-29,2024-10-15,2017,99095.37662944435,Chassis,CHS_B,Electrical_Issue,Retail,Region_1,38.02979728045457,185.7465324585746,223.77632973902917,0.6942992939370083,Reject,Reject
CLM_000641,2024-01-05,2017-10-05,2023-12-06,2017,41685.925215195035,Electronics,ELEC_C,Electrical_Issue,Fleet,Region_2,63.528943670452534,139.934870995132,203.46381466558455,0.4524256284448731,Reject,Reject
CLM_000642,2024-09-30,2022-03-11,2024-09-24,2022,36597.319929218655,Engine,ENG_B,No_Start,Retail,Region_1,252.44247589269506,272.1037143370805,524.5461902297756,0.7689125562846089,Approve,Approve
CLM_000643,2024-07-24,2018-12-06,2024-06-07,2018,93966.7160750476,Chassis,CHS_A,Noise,Retail,Region_3,26.751389280234324,48.700266187774616,75.45165546800894,0.9726436692934552,Reject,Approve
CLM_000644,2023-06-11,2017-10-11,2023-05-04,2017,104193.29381653381,Body,BODY_B,Noise,Retail,Region_2,484.2958842356492,399.3154277487502,883.6113119843994,0.41989285716950503,Reject,Reject
CLM_000645,2024-04-23,2019-03-13,2024-03-03,2019,71699.64363446756,Electronics,ELEC_B,Noise,Fleet,Region_3,287.4936510418159,249.242530624263,536.7361816660789,0.6957716606385422,Approve,Approve
CLM_000646,2022-12-26,2022-04-14,2022-11-05,2022,2831.6411048173827,Engine,ENG_C,Electrical_Issue,Retail,Region_2,162.6868716333729,109.97197233355661,272.6588439669295,0.49642896815482085,Approve,Reject
CLM_000647,2023-05-20,2016-02-19,2023-04-29,2016,52879.7591902711,Chassis,CHS_A,Leak,Fleet,Region_1,59.42887576325499,253.69644997896927,313.1253257422243,0.6075461304852245,Approve,Reject
CLM_000648,2023-08-10,2015-09-30,2023-08-07,2015,198689.703285266,Engine,ENG_A,Vibration,Retail,Region_1,209.65626053004036,34.11103997104594,243.7673005010863,0.2666336297488381,Reject,Reject
CLM_000649,2024-11-17,2016-11-14,2024-10-27,2016,76429.20886940495,Body,BODY_A,Vibration,Retail,Region_3,195.3709601025959,66.7667055387852,262.1376656413811,0.36348980712542867,Approve,Reject
CLM_000650,2024-07-18,2016-06-26,2024-07-09,2016,178537.4466446059,Electronics,ELEC_C,Vibration,Retail,Region_1,78.25883955469395,67.16238238540947,145.4212219401034,0.8353886399717954,Reject,Reject
CLM_000651,2023-06-20,2015-10-27,2023-05-19,2015,79042.40743003637,Electronics,ELEC_A,Leak,Retail,Region_3,182.92393427747402,60.102736492628075,243.0266707701021,0.47594981892788835,Approve,Reject
CLM_000652,2023-12-16,2017-10-25,2023-12-07,2017,86571.93691069032,Electronics,ELEC_C,No_Start,Fleet,Region_2,100.55332698841184,170.45282313291912,271.00615012133096,0.2008074692765388,Reject,Approve
CLM_000653,2022-08-10,2021-11-19,2022-06-16,2021,13110.342199101024,Brakes,BRK_B,Noise,Retail,Region_1,19.415458197825014,252.77500817775126,272.19046637557625,0.4566806942061624,Approve,Approve
CLM_000654,2024-05-30,2020-06-11,2024-04-24,2020,43267.647217867314,Electronics,ELEC_B,No_Start,Retail,Region_1,40.70631398092858,980.3368258707732,1021.0431398517018,0.7357455449396892,Reject,Reject
CLM_000655,2023-08-29,2021-06-10,2023-08-14,2021,50954.71588992923,Brakes,BRK_B,Leak,Retail,Region_3,280.3287039709837,443.21391817102506,723.5426221420088,0.9772707326054977,Approve,Approve
CLM_000656,2023-08-07,2021-07-31,2023-06-13,2021,31052.216436937244,Electronics,ELEC_C,Leak,Retail,Region_1,87.17571688968047,24.158575991846906,111.33429288152738,0.8832945147069273,Approve,Approve
CLM_000657,2024-04-19,2017-06-07,2024-03-04,2017,118901.5605824599,Body,BODY_B,Leak,Fleet,Region_1,69.646103429012,624.160499134342,693.806602563354,0.8054925378995736,Reject,Reject
CLM_000658,2023-11-25,2017-03-05,2023-10-30,2017,91928.1806617127,Body,BODY_B,Electrical_Issue,Retail,Region_3,140.48703342756923,111.27676910323584,251.76380253080507,0.9434529665876108,Reject,Reject
CLM_000659,2022-03-21,2017-10-20,2022-03-12,2017,80842.68250628175,Engine,ENG_B,No_Start,Fleet,Region_2,12.551955518048882,296.6464082583751,309.198363776424,0.7275433331358645,Approve,Reject
CLM_000660,2022-11-12,2016-09-29,2022-10-22,2016,140186.32566526634,Chassis,CHS_A,Noise,Retail,Region_3,128.82260930334954,174.5289974011531,303.3516067045026,0.6153412455568319,Reject,Reject
CLM_000661,2022-07-13,2021-03-25,2022-06-08,2021,18666.290131903745,Engine,ENG_A,Vibration,Fleet,Region_1,147.55303812317624,651.7898703574425,799.3429084806187,0.6316748226661432,Reject,Approve
CLM_000662,2024-03-15,2022-03-03,2024-01-29,2022,48139.40552776278,Brakes,BRK_A,No_Start,Fleet,Region_3,205.4591158051679,416.98482756481087,622.4439433699788,0.9553885519607475,Approve,Approve
CLM_000663,2022-02-08,2015-01-01,2022-01-23,2015,84902.86133227657,Brakes,BRK_A,Noise,Retail,Region_1,48.661407722340286,588.3539418013265,637.0153495236668,0.20170893585450989,Reject,Reject
CLM_000664,2022-08-10,2018-10-02,2022-06-27,2018,72600.64689598915,Brakes,BRK_A,Leak,Retail,Region_1,77.023873723084,308.88417130748576,385.9080450305697,0.6125300671167015,Approve,Approve
CLM_000665,2023-10-17,2019-03-07,2023-09-30,2019,80536.40625437725,Brakes,BRK_A,Noise,Fleet,Region_1,144.91359755301616,134.0205194092664,278.9341169622826,0.8152627887183088,Approve,Approve
CLM_000666,2024-01-31,2020-02-19,2024-01-16,2020,38152.11850947977,Brakes,BRK_B,Vibration,Retail,Region_1,53.04651389299611,342.8715122489017,395.9180261418978,0.23048738060028706,Approve,Approve
CLM_000667,2023-07-06,2021-08-19,2023-06-09,2021,30201.006265496024,Electronics,ELEC_B,Vibration,Retail,Region_2,154.1930273370321,510.50811365770716,664.7011409947393,0.8585441169214985,Approve,Approve
CLM_000668,2024-07-31,2017-09-30,2024-07-21,2017,102827.19699828124,Body,BODY_B,Noise,Fleet,Region_1,140.16824411602568,95.54317255905273,235.7114166750784,0.8751790631053489,Reject,Reject
CLM_000669,2024-10-03,2018-06-18,2024-09-09,2018,67609.74228410321,Chassis,CHS_B,Vibration,Fleet,Region_2,11.276667416059489,280.6511301423456,291.9277975584051,0.6188735225853856,Approve,Approve
CLM_000670,2022-05-25,2016-09-10,2022-05-03,2016,95818.06945789541,Brakes,BRK_B,Vibration,Fleet,Region_2,248.35704632187344,384.2499202336841,632.6069665555576,0.8630246439586196,Approve,Reject
CLM_000671,2024-11-08,2021-10-11,2024-10-22,2021,48444.23903871197,Brakes,BRK_B,Electrical_Issue,Fleet,Region_3,54.42198647817623,123.54158115566406,177.96356763384028,0.3141077911674477,Approve,Approve
CLM_000672,2023-11-04,2018-06-18,2023-09-19,2018,78799.54313070301,Body,BODY_A,No_Start,Retail,Region_1,131.55261823887196,150.6304973881276,282.18311562699955,0.9544512844151021,Reject,Reject
CLM_000673,2023-11-28,2016-01-25,2023-11-08,2016,115008.13874816337,Engine,ENG_C,Noise,Fleet,Region_1,428.7513533057354,187.07104668692315,615.8223999926586,0.23907542337804283,Reject,Reject
CLM_000674,2022-04-15,2016-11-08,2022-03-04,2016,79087.94036021286,Electronics,ELEC_C,Leak,Retail,Region_1,60.13333179662149,282.76253233923615,342.89586413585766,0.229801130281197,Reject,Approve
CLM_000675,2023-11-12,2019-09-01,2023-09-30,2019,55278.30795382713,Brakes,BRK_A,Leak,Fleet,Region_2,179.7606765599753,207.9213031331807,387.681979693156,0.6192172372281615,Reject,Reject
CLM_000676,2024-03-05,2021-10-03,2024-01-25,2021,38022.10054785265,Body,BODY_B,Leak,Retail,Region_2,502.11513898071865,225.04154338064046,727.1566823613591,0.7881944126718059,Reject,Reject
CLM_000677,2023-09-28,2019-04-26,2023-09-12,2019,52156.63880575521,Engine,ENG_B,No_Start,Retail,Region_1,199.9318154009273,699.8997353802242,899.8315507811515,0.7600443893801789,Approve,Approve
CLM_000678,2022-04-03,2019-01-12,2022-02-13,2019,91206.36673233136,Chassis,CHS_A,Noise,Fleet,Region_2,285.951032673401,201.60106939145723,487.5521020648582,0.6401692410077483,Approve,Reject
CLM_000679,2023-07-27,2018-06-11,2023-07-13,2018,40790.79677382094,Brakes,BRK_A,Noise,Retail,Region_2,43.671260689687685,558.7275445727065,602.3988052623941,0.8268964039098912,Reject,Reject
CLM_000680,2024-10-21,2024-03-03,2024-10-04,2024,7675.907261391857,Electronics,ELEC_C,Vibration,Retail,Region_2,356.1139162553923,914.5637184840896,1270.6776347394818,0.6861735080600557,Approve,Reject
CLM_000681,2024-03-03,2022-05-22,2024-01-11,2022,22243.313560553583,Electronics,ELEC_C,Noise,Retail,Region_2,19.898784095759318,103.7698580362186,123.66864213197792,0.8801604737149522,Approve,Reject
CLM_000682,2022-05-31,2015-11-22,2022-05-10,2015,164471.99058795956,Electronics,ELEC_B,Electrical_Issue,Retail,Region_2,190.01235460742012,425.0930499112956,615.1054045187158,0.29263230910865556,Reject,Reject
CLM_000683,2024-11-17,2021-08-01,2024-10-06,2021,27706.272348316317,Electronics,ELEC_B,Leak,Retail,Region_3,127.2691989586115,141.75839016805986,269.0275891266714,0.9851396422457848,Approve,Reject
CLM_000684,2024-11-15,2021-03-01,2024-11-12,2021,63590.74950371479,Brakes,BRK_B,Noise,Fleet,Region_3,98.23161494861694,411.59358541244205,509.825200361059,0.9045808918264595,Reject,Reject
CLM_000685,2022-07-05,2017-12-01,2022-05-29,2017,74624.06639839792,Body,BODY_B,Leak,Retail,Region_3,84.34826342161335,137.58809480556783,221.9363582271812,0.9162169649788001,Reject,Reject
CLM_000686,2024-05-26,2020-08-25,2024-04-04,2020,62562.125443892204,Electronics,ELEC_B,No_Start,Retail,Region_2,203.30130696892718,20.667885490155015,223.9691924590822,0.4908865819838119,Reject,Approve
CLM_000687,2023-03-22,2016-12-03,2023-02-08,2016,133473.8256713036,Brakes,BRK_A,Leak,Retail,Region_1,66.9500785346548,368.26264032275856,435.2127188574134,0.957492522237329,Reject,Reject
CLM_000688,2023-10-13,2021-07-24,2023-09-08,2021,46836.131654176555,Brakes,BRK_B,Noise,Fleet,Region_1,88.31548795912576,230.42945104964522,318.744939008771,0.3132018088727689,Reject,Approve
CLM_000689,2023-05-03,2017-01-15,2023-03-13,2017,80277.40076479795,Electronics,ELEC_B,Vibration,Fleet,Region_2,191.0282400431533,524.552726030229,715.5809660733823,0.2623106580949733,Approve,Reject
CLM_000690,2024-05-06,2022-05-30,2024-04-18,2022,30933.840230030844,Chassis,CHS_A,Electrical_Issue,Retail,Region_2,277.98815911867257,135.84673184890124,413.8348909675738,0.5189734700880084,Reject,Reject
CLM_000691,2024-12-27,2021-10-10,2024-12-04,2021,18267.72896237511,Chassis,CHS_A,No_Start,Retail,Region_2,116.36476617248161,199.9361198908867,316.3008860633683,0.9464668626100938,Approve,Reject
CLM_000692,2024-05-20,2019-06-12,2024-05-15,2019,76585.80530648712,Brakes,BRK_A,Electrical_Issue,Fleet,Region_1,366.02025389662174,129.86107045691583,495.8813243535376,0.9742927666473409,Reject,Reject
CLM_000693,2024-10-16,2017-06-26,2024-09-04,2017,80655.37283721381,Brakes,BRK_B,Vibration,Retail,Region_3,146.84045002802262,64.61859807417845,211.45904810220105,0.5948216699719968,Approve,Reject
CLM_000694,2024-11-01,2022-09-19,2024-09-19,2022,29832.054826117263,Engine,ENG_B,Vibration,Retail,Region_1,136.1683487878309,274.6487157008064,410.8170644886373,0.8015365543788155,Approve,Approve
CLM_000695,2022-04-09,2017-05-02,2022-02-23,2017,32469.514078568478,Electronics,ELEC_A,Electrical_Issue,Retail,Region_2,676.2489319444599,200.74251247794643,876.9914444224063,0.6305902490069202,Reject,Reject
CLM_000696,2022-10-05,2021-12-23,2022-08-21,2021,13339.636630159664,Brakes,BRK_B,Leak,Retail,Region_2,170.99659732834309,32.4395759850906,203.4361733134337,0.29076437457323534,Approve,Approve
CLM_000697,2024-03-01,2023-04-18,2024-02-22,2023,5677.961024752832,Chassis,CHS_A,Noise,Fleet,Region_2,460.1164136904444,537.063405704119,997.1798193945633,0.7225092621868423,Approve,Reject
CLM_000698,2023-10-09,2017-05-28,2023-08-30,2017,100270.7083669923,Electronics,ELEC_A,No_Start,Fleet,Region_1,638.618291992746,221.47390134119948,860.0921933339455,0.3174929008733031,Approve,Reject
CLM_000699,2022-02-24,2016-03-03,2022-01-09,2016,53059.06554573633,Brakes,BRK_B,Vibration,Fleet,Region_2,45.316645512834846,126.54733055678749,171.86397606962234,0.7249619001718879,Reject,Reject
CLM_000700,2022-04-15,2019-01-10,2022-04-02,2019,35083.25379661864,Chassis,CHS_A,Electrical_Issue,Retail,Region_1,65.97870089502806,371.9675623420513,437.94626323707934,0.39235402529928703,Reject,Approve
CLM_000701,2023-07-24,2018-05-05,2023-06-25,2018,108478.34777330248,Chassis,CHS_B,Leak,Fleet,Region_3,25.130812090106755,452.07349706313727,477.204309153244,0.4106639749451071,Reject,Approve
CLM_000702,2023-11-06,2020-07-22,2023-09-13,2020,59077.772205317444,Brakes,BRK_B,Noise,Retail,Region_3,214.3356852008638,71.77116769258883,286.10685289345264,0.7399426269936749,Approve,Reject
CLM_000703,2022-07-03,2020-01-11,2022-06-08,2020,51381.91282813933,Engine,ENG_C,Noise,Fleet,Region_3,216.70226967929102,60.82730687980355,277.52957655909455,0.571952245262425,Reject,Approve
CLM_000704,2022-07-07,2018-10-26,2022-05-23,2018,84323.72094351701,Brakes,BRK_B,Vibration,Retail,Region_3,80.05254369735724,150.78573823419643,230.83828193155367,0.8641900022576514,Approve,Reject
CLM_000705,2022-05-22,2019-08-22,2022-04-20,2019,30631.095041529807,Brakes,BRK_A,Electrical_Issue,Retail,Region_3,10.193285305558334,288.53950483606167,298.73279014162,0.7442200857189791,Reject,Reject
CLM_000706,2023-09-11,2016-12-13,2023-08-03,2016,151794.071295779,Electronics,ELEC_B,Electrical_Issue,Retail,Region_1,177.39831128036457,603.1878142425259,780.5861255228904,0.4359997962548066,Reject,Reject
CLM_000707,2022-01-09,2018-06-26,2021-12-03,2018,27179.46830905042,Chassis,CHS_B,Vibration,Fleet,Region_3,27.884675081117635,8.00989755558589,35.89457263670353,0.821693292001773,Reject,Reject
